0,1,2,3,4,5,6,7,8,9,10,11,12,label
-426.6998,93.15002,21.625393,23.535374,8.382103,13.405364,-2.407204,4.6013203,-4.572859,1.3020217,-1.6233909,7.8583107,0.4551162,wav_headMic_F03S01
-421.56445,81.143074,10.413794,24.71499,8.2742815,15.306747,-0.18530579,9.62299,2.9846144,2.306433,-0.07871294,12.811617,0.63166785,wav_headMic_F03S01
-431.8676,98.05598,5.2257395,13.920058,3.8905497,22.360708,3.6425524,12.0492,6.775164,5.6863546,1.9495826,7.287515,4.4905148,wav_headMic_F03S01
-420.5326,96.31806,10.591981,17.249022,15.699651,11.456246,0.8051739,9.340785,3.5034385,0.0441374,5.9635897,10.694902,5.377257,wav_headMic_F03S01
-352.9988,102.78451,-1.9775773,11.847133,-3.9894178,25.823606,-12.39301,7.347053,4.5310044,2.4391634,2.0213208,9.205995,-2.7340958,wav_headMic_F03S01
-362.20258,94.78342,7.3147655,30.819937,2.018078,12.622357,-15.466243,2.9852383,-6.71711,4.5937095,-0.79208827,2.0643344,2.5822594,wav_headMic_F03S01
-360.40967,90.50735,8.628134,5.163649,1.1692412,10.977979,-11.553846,6.939786,-1.8855397,6.5569177,3.4275417,11.89199,-5.7570524,wav_headMic_F03S01
-370.54272,107.20513,-1.3094813,11.491016,-8.469513,18.09318,-9.965773,7.81923,3.1727285,-2.797509,1.6233522,9.373644,-0.98359203,wav_headMic_F03S01
-392.8375,97.97297,3.8528817,6.752095,4.683807,16.689907,-3.6058228,11.557706,5.628626,3.503273,1.7784133,15.037644,1.9151303,wav_headMic_F03S01
-412.1334,100.479034,2.746082,15.170545,4.698034,12.122065,-10.098429,16.907024,9.817082,0.88557553,5.2953186,13.234851,1.6294926,wav_headMic_F03S01
-355.64215,95.6073,3.1811268,4.6854343,10.235551,5.481974,-14.801008,11.668336,2.7145722,-0.4313358,4.95102,5.8189206,0.9326715,wav_headMic_F03S01
-362.2233,86.45837,7.857076,25.719193,3.2924747,16.502354,-12.648263,3.2515798,-5.8015127,-0.32055882,-1.5255567,9.830042,-1.9768132,wav_headMic_F03S01
-393.5605,106.56836,3.0464647,20.473143,6.3373656,5.40154,-2.6914825,14.269961,-5.012776,4.438502,0.38379905,5.6182437,-0.28114313,wav_headMic_F03S01
-361.64722,107.95421,-16.380651,-6.1114445,0.9754947,26.609129,-12.011291,14.879668,7.637105,1.1770678,6.594338,12.309783,-9.818628,wav_headMic_F03S01
-467.5678,88.810425,9.768211,12.508029,14.789162,18.276941,9.029124,16.44868,5.4661274,6.4459314,4.1923046,11.527845,4.1300306,wav_headMic_F03S01
-432.8872,93.30754,5.9401054,14.278223,14.974494,12.159542,2.297704,18.255589,7.125192,3.7360826,8.026894,10.650879,3.3073182,wav_headMic_F03S01
-418.15848,88.613235,0.6887519,18.384405,0.66308147,18.705467,2.546242,10.8365555,6.4273176,4.7267113,2.457776,11.484834,3.5472667,wav_headMic_F03S01
-372.85556,97.86266,4.849665,23.703827,6.8360567,7.6828866,-12.891653,10.33866,-3.8597434,1.7159038,-0.91982675,7.7989593,1.3134441,wav_headMic_F03S01
-398.59924,93.33945,24.399137,18.187134,14.206226,8.90574,-10.384628,6.5037227,-4.8035064,-1.2614452,3.9554784,2.264497,2.9342453,wav_headMic_F03S01
-395.48776,98.89885,3.1312711,9.905108,6.5192385,21.72917,-3.0952287,8.754065,11.313844,6.1902637,-2.5499423,11.642789,2.9074,wav_headMic_F03S01
-398.1675,120.67355,1.9834284,8.337397,3.1201508,16.409855,-3.950549,6.177282,-3.6730585,4.848307,-1.686574,1.7128123,6.9785957,wav_headMic_F03S01
-395.10748,68.47182,12.231596,23.126753,8.795412,17.998013,-9.147604,10.202383,5.023029,-0.8693537,0.10431523,12.821973,0.047007393,wav_headMic_F03S01
-430.9241,91.26933,8.902074,8.284059,12.68287,19.492268,5.1220036,12.00254,6.1439557,4.9498935,2.4982207,8.632511,5.33627,wav_headMic_F03S01
-399.84668,87.104416,5.5726175,17.140179,4.396354,14.303151,-4.313996,11.79387,8.437483,-1.7324226,5.297425,7.821525,2.66881,wav_headMic_F03S01
-394.15582,102.54035,-6.438715,7.2926464,-0.5575266,17.435347,-6.7149224,16.88749,2.4171247,7.08834,4.5941486,7.465372,1.2554132,wav_headMic_F03S01
-390.80872,113.44124,-6.9957814,12.818556,9.765131,29.106867,6.4052057,8.886531,13.884834,12.517431,0.17541826,12.242868,7.0770507,wav_headMic_F03S01
-353.3775,103.276024,-2.6636362,22.428787,-3.423228,14.738879,-16.700602,4.536653,1.7147821,-3.0822732,0.69195855,8.480757,-0.4180335,wav_headMic_F03S01
-378.74905,86.53862,-2.3776293,11.603896,-4.0862074,21.936804,-2.885621,12.286502,6.4589705,4.459711,0.40199813,6.6848145,3.7918024,wav_headMic_F03S01
-288.7683,98.47435,-5.887801,11.784017,-2.3873558,7.934037,-27.094975,19.35733,2.940043,1.3135871,-0.28645176,0.9151862,-4.004196,wav_headMic_F03S01
-386.75726,107.97806,-13.941279,15.219759,7.8253827,13.381949,-9.490339,10.740604,4.9809656,0.8010964,4.002353,9.225468,1.647537,wav_headMic_F03S01
-371.08203,101.79313,11.538645,29.110153,11.572217,25.555853,-5.943179,16.078506,6.1880465,5.8452845,5.1836224,12.929336,5.822459,wav_headMic_F03S01
-399.66455,70.28933,20.143723,21.47645,3.605606,18.476925,-2.936912,15.783587,0.5222117,2.909243,3.927929,9.799291,3.1159036,wav_headMic_F03S01
-348.7735,97.43285,-7.947575,4.7942204,-0.7411169,15.359017,-14.376327,16.362053,-1.4289944,5.722445,1.9491433,7.007355,2.9974642,wav_headMic_F03S01
-414.12054,95.28956,17.845997,23.080696,4.7053385,19.570004,-5.647257,7.2878027,-3.786574,3.656742,1.7861346,10.756372,2.6480727,wav_headMic_F03S01
-338.9768,102.339455,-4.613916,17.75201,-1.098447,16.568445,-22.946974,8.572376,1.2195139,-4.3519454,1.892146,7.5596676,-0.8909806,wav_headMic_F03S01
-410.6823,100.83085,7.502269,18.59674,8.013912,17.780188,-2.6426237,15.950244,2.4888885,2.9364383,6.396094,8.6654625,2.8112478,wav_headMic_F03S01
-397.3889,104.02715,-2.0233214,14.545569,13.347025,13.125346,-12.863121,0.8832935,1.3912214,2.9696429,-3.3347776,10.748772,3.296181,wav_headMic_F03S01
-430.29926,89.17114,8.210643,20.333055,11.1886,21.421577,7.4336586,15.514987,6.0819545,8.439357,0.82358533,10.910074,4.2820625,wav_headMic_F03S01
-319.8523,130.55966,-10.584036,3.3893895,-9.295608,12.958256,-19.901089,6.8754907,-6.033802,1.4717599,3.598407,6.8177896,-8.718205,wav_headMic_F03S01
-358.97763,88.81594,11.255187,4.6037245,4.7130766,7.428522,-11.932389,11.7346525,0.53108346,2.0018194,4.5202856,2.5691473,1.5824633,wav_headMic_F03S01
-400.70663,82.95336,8.12494,24.18412,2.4573402,16.132362,-5.1709166,10.321917,4.0506935,1.8395405,-1.1243896,11.191442,2.315611,wav_headMic_F03S01
-398.22293,95.958305,5.2057714,11.306944,3.2875514,23.835506,-5.494045,10.81029,7.019598,4.3059435,-0.15757282,13.561114,3.1754935,wav_headMic_F03S01
-409.12146,83.54099,3.2162352,10.445578,11.019151,13.877594,-0.8648423,9.830668,9.674034,3.0594382,5.4493666,10.608583,3.1483076,wav_headMic_F03S01
-375.73114,101.54938,5.879535,8.925276,0.74168396,19.446045,-10.340914,1.5354065,0.9805112,3.0583763,2.0158262,11.796025,0.23288862,wav_headMic_F03S01
-428.27246,89.75855,9.014678,21.544796,6.8474593,17.16202,2.3866386,8.967197,1.1216943,4.9802704,1.664153,9.762373,5.118871,wav_headMic_F03S01
-373.73975,115.46777,1.5567081,14.527942,-0.8118023,11.888997,-12.5593195,8.920722,3.7138007,-3.9605346,2.6934185,12.513252,-1.885707,wav_headMic_F03S01
-387.97845,96.86532,11.489689,4.6991754,-0.9980263,12.801357,-6.2063484,19.758743,2.645238,4.2124867,3.352511,8.375241,1.9861513,wav_headMic_F03S01
-402.1457,80.37497,7.043322,24.641596,-2.5369601,14.909738,-0.8847015,10.353849,3.4307582,2.7674847,1.727965,12.33852,2.3310597,wav_headMic_F03S01
-427.29654,92.140076,11.893906,18.599361,7.82882,16.774054,-0.6035299,13.410937,0.46043563,1.9789861,2.258145,8.814682,-0.24278724,wav_headMic_F03S01
-395.40933,113.999596,0.21321753,5.296715,-6.14786,17.754717,-0.07051849,11.459556,7.2948723,4.1345243,-3.0301228,6.988216,6.075162,wav_headMic_F03S01
-420.05545,84.570114,6.466281,23.412285,2.9407063,22.89898,1.8354343,9.774686,1.4461586,3.7958407,-0.541794,11.777961,2.2262425,wav_headMic_F03S01
-428.40253,99.67068,0.23510537,9.336872,9.977154,21.480133,4.093237,13.587644,3.6011617,5.3661375,-3.3247907,9.435791,5.519525,wav_headMic_F03S01
-351.27048,84.58524,13.365234,9.886284,5.6843915,4.7283454,-14.139897,14.90118,-1.1635754,-0.8477829,5.4336085,6.005951,0.2232382,wav_headMic_F03S01
-369.8219,103.05073,3.3681855,22.802755,0.01808458,12.102043,-12.341414,7.8090672,-1.3502508,-2.7475154,1.1093793,11.085967,-0.023548117,wav_headMic_F03S01
-387.65802,121.898605,0.0014087398,6.2608314,-2.8255272,10.756052,-12.241436,14.54623,2.1298745,0.97059387,3.870617,5.4220295,0.1703293,wav_headMic_F03S01
-410.68494,91.07558,11.792454,25.612322,1.0222857,13.822328,-9.2987175,9.550941,4.7699037,-2.8208754,3.3674605,13.428645,0.47789615,wav_headMic_F03S01
-405.35095,103.79795,-1.5247569,5.119067,4.909727,21.853067,0.37123203,13.567422,3.636539,10.498237,1.1755395,7.398115,3.5012841,wav_headMic_F03S01
-348.97385,86.896194,13.022605,10.723697,2.762309,11.438986,-14.147568,11.777259,-5.1255364,7.380782,-3.8862362,5.2398343,2.1098473,wav_headMic_F03S01
-415.6568,73.01139,14.419263,23.164276,8.131914,12.519279,2.1547127,9.807275,7.387996,0.31173873,4.177407,9.64201,1.850794,wav_headMic_F03S01
-417.6191,90.54597,7.3064413,8.952187,11.054551,9.271408,-0.27820045,14.442404,6.5278177,3.6556082,5.999232,5.1434293,3.6099892,wav_headMic_F03S01
-355.82498,102.481384,-4.0457344,4.400859,2.5741873,15.792023,-15.170782,13.133461,-2.2609468,3.0650325,2.9323986,5.986794,1.7941792,wav_headMic_F03S01
-401.52783,97.64119,5.545278,12.5566225,4.033361,12.593324,-5.672415,9.601567,5.5423245,-0.21361096,8.552026,10.554074,2.6767292,wav_headMic_F03S01
-357.85104,90.5254,3.5304873,21.00069,-4.805747,14.696411,-14.521656,11.698534,3.3003995,-5.3079214,5.925858,11.256217,-2.594088,wav_headMic_F03S01
-367.82523,115.18542,-14.037365,3.7997673,-9.075305,18.995802,-0.08722067,7.548064,8.147237,9.814132,-0.898039,3.6001275,2.2319746,wav_headMic_F03S01
-416.94034,86.90027,5.8522696,13.533633,10.132697,12.50346,-0.7320246,11.847845,8.738521,2.2921364,3.085158,9.552754,2.5286143,wav_headMic_F03S01
-417.63745,103.4232,26.040665,31.048151,9.517095,26.202547,-0.96704936,4.866327,1.3029671,-3.666807,-5.2165046,9.281725,5.2666316,wav_headMic_F03S01
-433.88223,89.68386,11.744798,16.519253,13.857934,9.370416,1.9904313,12.909096,3.312358,0.30706376,5.2564526,6.564604,3.7465894,wav_headMic_F03S01
-330.5808,111.07673,2.3272388,20.03985,-6.2058654,7.980575,-26.89385,12.704674,-2.635336,0.42874616,5.7725277,-4.6419363,-0.28667066,wav_headMic_F03S01
-403.77567,96.17594,7.153225,24.752388,7.37695,15.831017,-8.211198,13.808095,0.36740258,-5.117017,-0.3348922,8.181403,-1.9675952,wav_headMic_F03S01
-358.81436,89.36062,9.850278,20.56228,2.1761284,20.137398,-15.899277,13.856191,0.49077773,3.2713249,0.44172248,7.7076173,-2.1759079,wav_headMic_F03S01
-360.0098,106.96856,3.564206,27.43675,8.428368,17.356379,-2.715755,16.409086,5.3332925,10.075265,2.9815934,10.571151,3.941962,wav_headMic_F03S01
-400.73114,102.51553,-2.1148953,18.123354,5.044051,13.200355,-7.50229,12.362044,7.2523336,1.1059442,2.9696002,12.948242,3.6339164,wav_headMic_F03S01
-434.91705,91.22976,13.015737,14.37172,12.586331,10.270814,3.997657,12.4077425,4.8890743,-0.49945167,7.358874,6.5620356,3.0125399,wav_headMic_F03S01
-438.7184,97.55094,8.337865,10.616499,7.8175507,24.08254,7.1677284,13.770625,2.3737848,4.987404,0.44854483,11.073237,2.6028008,wav_headMic_F03S01
-303.97202,91.78654,1.2168121,2.5479207,2.810901,5.447084,-21.156183,8.999902,-3.9753425,-2.744745,2.4812722,3.6787994,3.0211842,wav_headMic_F03S01
-424.96475,86.910286,11.638894,14.626785,16.255629,14.690732,-2.839993,11.168991,0.38132274,6.6895676,2.35921,8.751602,3.723223,wav_headMic_F03S01
-404.68753,97.481445,-2.7425013,20.411463,3.2242322,20.506086,-0.35821056,13.926233,7.1418457,1.9560642,1.819233,8.682874,1.0964808,wav_headMic_F03S01
-440.4025,94.086975,9.086981,15.197726,8.36534,21.26234,4.023244,13.814344,4.038244,3.701386,1.3636956,12.019165,4.882992,wav_headMic_F03S01
-355.68466,99.847885,8.831887,16.668598,4.2223964,9.36704,-9.982557,8.00765,-7.3387213,-0.76006836,-0.6146377,6.9576745,-3.050674,wav_headMic_F03S01
-384.16043,105.80451,-8.233805,20.708994,3.6825414,18.669651,-6.078852,9.485267,12.887373,1.3594884,-2.796013,11.02173,1.1334008,wav_headMic_F03S01
-427.7692,87.258545,6.3723254,15.753802,10.407839,11.914815,-1.1649864,13.960663,4.802647,4.277185,2.5165727,13.675427,-1.0901831,wav_headMic_F03S01
-414.84387,79.70799,20.24074,25.672508,2.9579978,16.751106,-4.936077,12.808288,-1.4712685,1.8366442,1.62814,11.277498,0.056320533,wav_headMic_F03S01
-375.2576,94.68896,3.5755715,15.440457,-1.2911597,14.069428,-10.683074,12.37934,1.1694913,0.81273204,1.3158177,11.0442915,1.9109852,wav_headMic_F03S01
-372.45718,118.69523,2.5572128,10.78708,4.0613427,23.782547,-3.3110654,8.5489435,11.061042,3.9953396,7.438529,14.705346,-10.416698,wav_headMic_F03S01
-344.71173,91.842804,6.239024,4.8438516,-1.5535805,10.802502,-11.870545,13.1251335,-2.3693154,4.8085327,3.1673257,7.309269,0.7078893,wav_headMic_F03S01
-362.25372,108.79271,7.5991707,18.444035,1.553292,10.5776825,-17.562965,9.981492,-5.5832806,0.88194114,1.1296974,7.514866,-0.7330793,wav_headMic_F03S01
-411.66052,96.69806,3.4150293,11.096533,10.29913,11.979315,-4.520745,11.401191,8.443551,0.51998514,4.4425206,9.483248,3.7509196,wav_headMic_F03S01
-394.65863,69.70593,10.97198,30.072206,-7.2140007,22.744143,-0.85303485,5.102254,7.6310973,7.0618405,-1.6537187,15.230221,-2.015399,wav_headMic_F03S01
-391.8173,75.39189,10.591749,20.763521,7.4201384,17.53202,-10.001039,15.646216,3.1958818,4.7004933,-4.851099,12.351557,3.3470106,wav_headMic_F03S01
-426.80304,113.2898,8.2638235,13.721498,10.684883,13.243562,-4.518167,8.288669,-1.6676521,-4.3091383,0.21428443,8.076554,1.1223098,wav_headMic_F03S01
-407.61868,87.37564,5.7026606,17.423164,8.260309,9.896326,-0.95899236,9.2181,9.824142,0.5718661,4.2524657,12.155577,3.6106899,wav_headMic_F03S01
-423.602,86.13749,24.956898,22.587399,5.965645,20.61951,-0.6249762,12.73531,-2.1134894,5.775156,-2.4756303,7.2203293,2.3626444,wav_headMic_F03S01
-419.84503,93.52043,-0.088303015,12.577264,13.159091,9.28163,-0.95907384,13.422729,7.0595436,4.074792,5.341585,10.001046,2.5796587,wav_headMic_F03S01
-328.8111,110.01408,9.367445,27.015652,1.2211003,6.938147,-19.237608,12.7379465,3.544921,-2.620864,3.7804213,7.6857705,0.5711058,wav_headMic_F03S01
-427.41827,96.00489,7.510437,19.961216,10.155799,14.772559,-2.515925,12.055437,-1.0978899,3.897773,0.17345542,6.8175983,1.526536,wav_headMic_F03S01
-416.49353,102.202255,2.1990657,12.107366,-1.7533839,20.767088,4.6822815,12.991677,4.8117576,2.8584871,-0.0010982885,6.0743217,4.010399,wav_headMic_F03S01
-385.00912,83.46622,4.9313793,8.331007,1.0979173,23.265242,-3.7685869,15.362487,2.6679766,4.627915,-0.1730899,9.922036,-4.3749166,wav_headMic_F03S01
-413.3606,98.68521,-2.8521488,15.890902,5.077742,18.393103,-0.6131999,6.4658437,10.169548,5.916836,-2.3872662,14.866091,5.4578032,wav_headMic_F03S01
-397.18637,101.29545,-10.539952,13.044367,4.806141,23.985807,0.17165841,8.213495,10.565974,4.4645696,-0.7519415,9.130856,-0.35818473,wav_headMic_F03S01
-361.2392,137.03285,0.3628575,-1.4295493,-16.75085,11.491662,-16.514086,24.892048,6.7997847,-14.482382,12.38108,5.313973,3.4459598,wav_headMic_F03S01
-417.53406,104.51686,3.4723094,7.6611333,0.050253592,23.598413,3.4314556,4.888762,5.7911854,5.9074526,0.051496897,8.985563,2.3612103,wav_headMic_F03S01
-426.40363,109.00932,7.1138897,9.78246,5.4198885,16.687761,0.3687135,11.190559,2.0886831,4.9741,1.8315183,7.141771,4.6128,wav_headMic_F03S01
-437.26428,88.72283,6.9233484,12.221783,10.923416,12.65897,3.468754,14.623411,7.794839,4.2258186,7.06628,8.085661,4.2557716,wav_headMic_F03S01
-381.77438,113.63012,-14.670061,18.181953,0.8844628,10.271056,-4.3513346,4.790975,5.909641,-0.21786277,-1.9640839,9.103564,4.8056235,wav_headMic_F03S01
-340.47458,86.9151,6.2726927,18.770922,-0.30408025,13.62189,-16.57011,9.670832,-1.1572937,5.4932833,-1.3082932,10.906598,-1.4007336,wav_headMic_F03S01
-362.76855,63.096306,10.386554,10.652796,11.728405,15.395079,-10.606177,12.676367,0.082509644,7.357073,-2.7710142,13.303134,3.1627305,wav_headMic_F03S01
-388.59604,71.56584,4.6964483,28.234957,-1.0553646,22.945143,-5.7989535,7.9003034,9.292756,4.1878495,-7.840392,13.75567,2.188226,wav_headMic_F03S01
-398.4154,94.4069,4.580077,22.527946,11.395794,15.54767,-11.468965,9.241322,1.1374062,-1.5636772,1.6847779,9.43986,2.650375,wav_headMic_F03S01
